,id,word,constitutive_component,constitutive_policydemic,regulative_component,regulative_policydemic
1182,56-115,.,_,_,_,_
1183,57-1,(,_,_,_,_
1184,57-2,b,_,_,_,_
1185,57-3,),_,_,_,_
1186,57-4,EMPLOYEES,_,_,_,_
1187,57-5,.,_,_,_,_
1188,58-1,-,_,_,_,_
1189,58-2,-,_,_,_,_
1190,58-3,Employees,_,_,(A) Attribute,(C) Claimant
1191,58-4,who,_,_,"(A, prop) Attribute\_Property[138]|(A) Attribute[139]",(CP) Claimant Property[138]|(C) Claimant[139]
1192,58-5,work,_,_,"(A, prop) Attribute\_Property[138]|(I) Aim[140]",(CP) Claimant Property[138]|*[140]
1193,58-6,under,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1194,58-7,a,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1195,58-8,multiemployer,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1196,58-9,collective,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1197,58-10,bargaining,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1198,58-11,agreement,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1199,58-12,into,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1200,58-13,which,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1201,58-14,their,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1202,58-15,employers,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1203,58-16,make,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1204,58-17,contributions,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1205,58-18,as,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1206,58-19,provided,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1207,58-20,in,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1208,58-21,subsection,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1209,58-22,(,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1210,58-23,a,_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1211,58-24,),_,_,"(A, prop) Attribute\_Property[138]|(Cex) Execution Constraint[141]",(CP) Claimant Property[138]|*[141]
1212,58-25,may,_,_,(D) Deontic,*
1213,58-26,secure,_,_,(I) Aim,*
1214,58-27,pay,_,_,(Bdir) Object\_Direct,*
1215,58-28,from,_,_,"(Bdir, prop) Object\_Direct\_Property[142]",*[142]
1216,58-29,such,_,_,"(Bdir, prop) Object\_Direct\_Property[142]",*[142]
1217,58-30,fund,_,_,"(Bdir, prop) Object\_Direct\_Property[142]",*[142]
1218,58-31,",",_,_,"(Bdir, prop) Object\_Direct\_Property[142]",*[142]
1219,58-32,plan,_,_,"(Bdir, prop) Object\_Direct\_Property[142]",*[142]
1220,58-33,",",_,_,"(Bdir, prop) Object\_Direct\_Property[142]",*[142]
1221,58-34,or,_,_,"(Bdir, prop) Object\_Direct\_Property[142]",*[142]
1222,58-35,program,_,_,"(Bdir, prop) Object\_Direct\_Property[142]",*[142]
1223,58-36,based,_,_,(Cex) Execution Constraint[143],*[143]
1224,58-37,on,_,_,(Cex) Execution Constraint[143],*[143]
1225,58-38,hours,_,_,(Cex) Execution Constraint[143],*[143]
1226,58-39,they,_,_,(Cex) Execution Constraint[143],*[143]
1227,58-40,have,_,_,(Cex) Execution Constraint[143],*[143]
1228,58-41,worked,_,_,(Cex) Execution Constraint[143],*[143]
1229,58-42,under,_,_,(Cex) Execution Constraint[143],*[143]
1230,58-43,the,_,_,(Cex) Execution Constraint[143],*[143]
1231,58-44,multiemployer,_,_,(Cex) Execution Constraint[143],*[143]
1232,58-45,collective,_,_,(Cex) Execution Constraint[143],*[143]
1233,58-46,bargaining,_,_,(Cex) Execution Constraint[143],*[143]
1234,58-47,agreement,_,_,(Cex) Execution Constraint[143],*[143]
1235,58-48,for,_,_,(Cex) Execution Constraint[144],*[144]
1236,58-49,the,_,_,(Cex) Execution Constraint[144],*[144]
1237,58-50,uses,_,_,(Cex) Execution Constraint[144],*[144]
1238,58-51,specified,_,_,(Cex) Execution Constraint[144],*[144]
1239,58-52,in,_,_,(Cex) Execution Constraint[144],*[144]
1240,58-53,section,_,_,(Cex) Execution Constraint[144],*[144]
1241,58-54,5102,_,_,(Cex) Execution Constraint[144],*[144]
1242,58-55,(,_,_,(Cex) Execution Constraint[144],*[144]
1243,58-56,a,_,_,(Cex) Execution Constraint[144],*[144]
1244,58-57,),_,_,(Cex) Execution Constraint[144],*[144]
1245,58-58,.,_,_,_,_
1246,59-1,SEC,_,_,_,_
1247,59-2,.,_,_,_,_
1248,59-3,5107,_,_,_,_
1249,59-4,.,_,_,_,_
1250,60-1,RULES,_,_,_,_
1251,60-2,OF,_,_,_,_
1252,60-3,CONSTRUCTION,_,_,_,_
1253,60-4,.,_,_,_,_
1254,61-1,Nothing,(E) Constituted Entity,*,_,_
1255,61-2,in,"(E, prop) Constituted Entity Property[36]",*[36],_,_
1256,61-3,this,"(E, prop) Constituted Entity Property[36]",*[36],_,_
1257,61-4,Act,"(E, prop) Constituted Entity Property[36]",*[36],_,_
1258,61-5,shall,(D) Deontic,*,_,_
1259,61-6,be,(F) Constitutive Function,*,_,_
1260,61-7,construed,(P) Constituting Property,*,_,_
1261,61-8,-,_,_,_,_
1262,61-9,-,_,_,_,_
1263,61-10,(,_,_,_,_
1264,61-11,1,_,_,_,_
1265,61-12,),_,_,_,_
1266,61-13,to,_,_,_,_
1267,61-14,in,"(P, prop) Constituting Property Property[37]",*[37],_,_
1268,61-15,any,"(P, prop) Constituting Property Property[37]",*[37],_,_
1269,61-16,way,"(P, prop) Constituting Property Property[37]",*[37],_,_
1270,61-17,diminish,"(P, prop) Constituting Property Property",*,_,_
1271,61-18,the,"(P, prop) Constituting Property Property[38]",*[38],_,_
1272,61-19,rights,"(P, prop) Constituting Property Property[38]",*[38],_,_
1273,61-20,or,"(P, prop) Constituting Property Property[38]",*[38],_,_
1274,61-21,benefits,"(P, prop) Constituting Property Property[38]",*[38],_,_
1275,61-22,that,"(P, prop) Constituting Property Property[38]",*[38],_,_
1276,61-23,an,"(P, prop) Constituting Property Property[38]",*[38],_,_
1277,61-24,employee,"(P, prop) Constituting Property Property[38]",*[38],_,_
1278,61-25,is,"(P, prop) Constituting Property Property[38]",*[38],_,_
1279,61-26,entitled,"(P, prop) Constituting Property Property[38]",*[38],_,_
1280,61-27,to,"(P, prop) Constituting Property Property[38]",*[38],_,_
1281,61-28,under,"(P, prop) Constituting Property Property[38]",*[38],_,_
1282,61-29,any,"(P, prop) Constituting Property Property[38]",*[38],_,_
1283,61-30,-,"(P, prop) Constituting Property Property[38]",*[38],_,_
1284,61-31,-,"(P, prop) Constituting Property Property[38]",*[38],_,_
1285,61-32,(,"(P, prop) Constituting Property Property[38]",*[38],_,_
1286,61-33,A,"(P, prop) Constituting Property Property[38]",*[38],_,_
1287,61-34,),"(P, prop) Constituting Property Property[38]",*[38],_,_
1288,61-35,other,"(P, prop) Constituting Property Property[38]",*[38],_,_
1289,61-36,Federal,"(P, prop) Constituting Property Property[38]",*[38],_,_
1290,61-37,",","(P, prop) Constituting Property Property[38]",*[38],_,_
1291,61-38,State,"(P, prop) Constituting Property Property[38]",*[38],_,_
1292,61-39,",","(P, prop) Constituting Property Property[38]",*[38],_,_
1293,61-40,or,"(P, prop) Constituting Property Property[38]",*[38],_,_
1294,61-41,local,"(P, prop) Constituting Property Property[38]",*[38],_,_
1295,61-42,law,"(P, prop) Constituting Property Property[38]",*[38],_,_
1296,61-43,;,"(P, prop) Constituting Property Property[38]",*[38],_,_
1297,61-44,(,"(P, prop) Constituting Property Property[38]",*[38],_,_
1298,61-45,B,"(P, prop) Constituting Property Property[38]",*[38],_,_
1299,61-46,),"(P, prop) Constituting Property Property[38]",*[38],_,_
1300,61-47,collective,"(P, prop) Constituting Property Property[38]",*[38],_,_
1301,61-48,bargaining,"(P, prop) Constituting Property Property[38]",*[38],_,_
1302,61-49,agreement,"(P, prop) Constituting Property Property[38]",*[38],_,_
1303,61-50,;,"(P, prop) Constituting Property Property[38]",*[38],_,_
1304,61-51,or,"(P, prop) Constituting Property Property[38]",*[38],_,_
1305,61-52,(,"(P, prop) Constituting Property Property[38]",*[38],_,_
1306,61-53,C,"(P, prop) Constituting Property Property[38]",*[38],_,_
1307,61-54,),"(P, prop) Constituting Property Property[38]",*[38],_,_
1308,61-55,existing,"(P, prop) Constituting Property Property[38]",*[38],_,_
1309,61-56,employer,"(P, prop) Constituting Property Property[38]",*[38],_,_
1310,61-57,policy,"(P, prop) Constituting Property Property[38]",*[38],_,_
1311,61-58,;,"(P, prop) Constituting Property Property[38]",*[38],_,_
1312,61-59,or,_,_,_,_
1313,61-60,(,_,_,_,_
1314,61-61,2,_,_,_,_
1315,61-62,),_,_,_,_
1316,61-63,to,_,_,_,_
1317,61-64,require,"(P, prop) Constituting Property Property",*,_,_
1318,61-65,financial,_,_,_,_
1319,61-66,or,_,_,_,_
1320,61-67,other,_,_,_,_
1321,61-68,reimbursement,_,_,_,_
1322,61-69,to,_,_,_,_
1323,61-70,an,_,_,_,_
1324,61-71,employee,_,_,_,_
1325,61-72,from,_,_,_,_
1326,61-73,an,_,_,_,_
1327,61-74,employer,_,_,_,_
1328,61-75,upon,_,_,_,_
1329,61-76,the,_,_,_,_
1330,61-77,employee's,_,_,_,_
1331,61-78,termination,_,_,_,_
1332,61-79,",",_,_,_,_
1333,61-80,resignation,_,_,_,_
1334,61-81,",",_,_,_,_
1335,61-82,retirement,_,_,_,_
1336,61-83,",",_,_,_,_
1337,61-84,or,_,_,_,_
1338,61-85,other,_,_,_,_
1339,61-86,separation,_,_,_,_
1340,61-87,from,_,_,_,_
1341,61-88,employment,_,_,_,_
1342,61-89,for,_,_,_,_
1343,61-90,paid,_,_,_,_
1344,61-91,sick,_,_,_,_
1345,61-92,time,_,_,_,_
1346,61-93,under,_,_,_,_
1347,61-94,this,_,_,_,_
1348,61-95,Act,_,_,_,_
1349,61-96,that,_,_,_,_
1350,61-97,has,_,_,_,_
1351,61-98,not,_,_,_,_
1352,61-99,been,_,_,_,_
1353,61-100,used,_,_,_,_
1354,61-101,by,_,_,_,_
1355,61-102,such,_,_,_,_
1356,61-103,employee,_,_,_,_
1357,61-104,.,_,_,_,_
1358,62-1,SEC,_,_,_,_
1359,62-2,.,_,_,_,_
1360,62-3,5108,_,_,_,_
1361,62-4,.,_,_,_,_
1362,63-1,EFFECTIVE,_,_,_,_
1363,63-2,DATE,_,_,_,_
1364,63-3,.,_,_,_,_
1365,64-1,This,_,_,_,_
1366,64-2,Act,_,_,_,_
1367,64-3,",",_,_,_,_
1368,64-4,and,_,_,_,_
1369,64-5,the,_,_,_,_
1370,64-6,requirements,_,_,_,_
1371,64-7,under,_,_,_,_
1372,64-8,this,_,_,_,_
1373,64-9,Act,_,_,_,_
1374,64-10,",",_,_,_,_
1375,64-11,shall,_,_,_,_
1376,64-12,take,_,_,_,_
1377,64-13,effect,_,_,_,_
1378,64-14,not,_,_,_,_
1379,64-15,later,_,_,_,_
1380,64-16,than,_,_,_,_
1381,64-17,15,_,_,_,_
1382,64-18,days,_,_,_,_
1383,64-19,after,_,_,_,_
1384,64-20,the,_,_,_,_
1385,64-21,date,_,_,_,_
1386,64-22,of,_,_,_,_
1387,64-23,enactment,_,_,_,_
1388,64-24,of,_,_,_,_
1389,64-25,this,_,_,_,_
1390,64-26,Act,_,_,_,_
1391,64-27,.,_,_,_,_
1392,65-1,SEC,_,_,_,_
1393,65-2,.,_,_,_,_
1394,65-3,5109,_,_,_,_
1395,65-4,.,_,_,_,_
1396,66-1,SUNSET,_,_,_,_
1397,66-2,.,_,_,_,_
1398,67-1,This,_,_,_,_
1399,67-2,Act,_,_,_,_
1400,67-3,",",_,_,_,_
1401,67-4,and,_,_,_,_
1402,67-5,the,_,_,_,_
1403,67-6,requirements,_,_,_,_
1404,67-7,under,_,_,_,_
1405,67-8,this,_,_,_,_
1406,67-9,Act,_,_,_,_
1407,67-10,",",_,_,_,_
1408,67-11,shall,_,_,_,_
1409,67-12,expire,_,_,_,_
1410,67-13,on,_,_,_,_
1411,67-14,December,_,_,_,_
1412,67-15,31,_,_,_,_
1413,67-16,",",_,_,_,_
1414,67-17,2020,_,_,_,_
1415,67-18,.,_,_,_,_
1416,68-1,SEC,_,_,_,_
1417,68-2,.,_,_,_,_
1418,68-3,5110,_,_,_,_
1419,68-4,.,_,_,_,_
1420,69-1,DEFINITIONS,_,_,_,_
1421,69-2,.,_,_,_,_
1422,70-1,For,_,_,_,_
1423,70-2,purposes,_,_,_,_
1424,70-3,of,_,_,_,_
1425,70-4,the,_,_,_,_
1426,70-5,Act,_,_,_,_
1427,70-6,:,_,_,_,_
1428,70-7,(,_,_,_,_
1429,70-8,1,_,_,_,_
1430,70-9,),_,_,_,_
1431,70-10,EMPLOYEE,_,_,_,_
1432,70-11,.,_,_,_,_
1433,71-1,-,_,_,_,_
1434,71-2,-,_,_,_,_
1435,71-3,The,_,_,_,_
1436,71-4,terms,_,_,_,_
1437,71-5,`,_,_,_,_
1438,71-6,`,_,_,_,_
1439,71-7,employee,_,_,_,_
1440,71-8,',_,_,_,_
1441,71-9,',_,_,_,_
1442,71-10,means,_,_,_,_
1443,71-11,an,_,_,_,_
1444,71-12,individual,_,_,_,_
1445,71-13,who,_,_,_,_
1446,71-14,is,_,_,_,_
1447,71-15,-,_,_,_,_
1448,71-16,-,_,_,_,_
1449,71-17,(,_,_,_,_
1450,71-18,A,_,_,_,_
1451,71-19,),_,_,_,_
1452,71-20,(,_,_,_,_
1453,71-21,i,_,_,_,_
1454,71-22,),_,_,_,_
1455,71-23,an,_,_,_,_
1456,71-24,employee,_,_,_,_
1457,71-25,",",_,_,_,_
1458,71-26,as,_,_,_,_
1459,71-27,defined,_,_,_,_
1460,71-28,in,_,_,_,_
1461,71-29,section,_,_,_,_
1462,71-30,3,_,_,_,_
1463,71-31,(,_,_,_,_
1464,71-32,e,_,_,_,_
1465,71-33,),_,_,_,_
1466,71-34,of,_,_,_,_
1467,71-35,the,_,_,_,_
1468,71-36,Fair,_,_,_,_
1469,71-37,Labor,_,_,_,_
1470,71-38,Standards,_,_,_,_
1471,71-39,Act,_,_,_,_
1472,71-40,of,_,_,_,_
1473,71-41,1938,_,_,_,_
1474,71-42,(,_,_,_,_
1475,71-43,29,_,_,_,_
1476,71-44,U.S.C,_,_,_,_
1477,71-45,.,_,_,_,_
1478,71-46,203,_,_,_,_
1479,71-47,(,_,_,_,_
1480,71-48,e,_,_,_,_
1481,71-49,),_,_,_,_
1482,71-50,),_,_,_,_
1483,71-51,",",_,_,_,_
1484,71-52,who,_,_,_,_
1485,71-53,is,_,_,_,_
1486,71-54,not,_,_,_,_
1487,71-55,covered,_,_,_,_
1488,71-56,under,_,_,_,_
1489,71-57,subparagraph,_,_,_,_
1490,71-58,(,_,_,_,_
1491,71-59,E,_,_,_,_
1492,71-60,),_,_,_,_
1493,71-61,or,_,_,_,_
1494,71-62,(,_,_,_,_
1495,71-63,F,_,_,_,_
1496,71-64,),_,_,_,_
1497,71-65,",",_,_,_,_
1498,71-66,including,_,_,_,_
1499,71-67,such,_,_,_,_
1500,71-68,an,_,_,_,_
1501,71-69,employee,_,_,_,_
1502,71-70,of,_,_,_,_
1503,71-71,the,_,_,_,_
1504,71-72,Library,_,_,_,_
1505,71-73,of,_,_,_,_
1506,71-74,Congress,_,_,_,_
1507,71-75,",",_,_,_,_
1508,71-76,except,_,_,_,_
1509,71-77,that,_,_,_,_
1510,71-78,a,_,_,_,_
1511,71-79,reference,_,_,_,_
1512,71-80,in,_,_,_,_
1513,71-81,such,_,_,_,_
1514,71-82,section,_,_,_,_
1515,71-83,to,_,_,_,_
1516,71-84,an,_,_,_,_
1517,71-85,employer,_,_,_,_
1518,71-86,shall,_,_,_,_
1519,71-87,be,_,_,_,_
1520,71-88,considered,_,_,_,_
1521,71-89,to,_,_,_,_
1522,71-90,be,_,_,_,_
1523,71-91,a,_,_,_,_
1524,71-92,reference,_,_,_,_
1525,71-93,to,_,_,_,_
1526,71-94,an,_,_,_,_
1527,71-95,employer,_,_,_,_
1528,71-96,described,_,_,_,_
1529,71-97,in,_,_,_,_
1530,71-98,clauses,_,_,_,_
1531,71-99,(,_,_,_,_
1532,71-100,i,_,_,_,_
1533,71-101,),_,_,_,_
1534,71-102,(,_,_,_,_
1535,71-103,I,_,_,_,_
1536,71-104,),_,_,_,_
1537,71-105,and,_,_,_,_
1538,71-106,(,_,_,_,_
1539,71-107,ii,_,_,_,_
1540,71-108,),_,_,_,_
1541,71-109,of,_,_,_,_
1542,71-110,paragraph,_,_,_,_
1543,71-111,(,_,_,_,_
1544,71-112,5,_,_,_,_
1545,71-113,),_,_,_,_
1546,71-114,(,_,_,_,_
1547,71-115,A,_,_,_,_
1548,71-116,),_,_,_,_
1549,71-117,;,_,_,_,_
1550,71-118,or,_,_,_,_
1551,71-119,(,_,_,_,_
1552,71-120,ii,_,_,_,_
1553,71-121,),_,_,_,_
1554,71-122,an,_,_,_,_
1555,71-123,employee,_,_,_,_
1556,71-124,of,_,_,_,_
1557,71-125,the,_,_,_,_
1558,71-126,Government,_,_,_,_
1559,71-127,Accountability,_,_,_,_
1560,71-128,Office,_,_,_,_
1561,71-129,;,_,_,_,_
1562,71-130,(,_,_,_,_
1563,71-131,B,_,_,_,_
1564,71-132,),_,_,_,_
1565,71-133,a,_,_,_,_
1566,71-134,State,_,_,_,_
1567,71-135,employee,_,_,_,_
1568,71-136,described,_,_,_,_
1569,71-137,in,_,_,_,_
1570,71-138,section,_,_,_,_
1571,71-139,304,_,_,_,_
1572,71-140,(,_,_,_,_
1573,71-141,a,_,_,_,_
1574,71-142,),_,_,_,_
1575,71-143,of,_,_,_,_
1576,71-144,the,_,_,_,_
1577,71-145,Government,_,_,_,_
1578,71-146,Employee,_,_,_,_
1579,71-147,Rights,_,_,_,_
1580,71-148,Act,_,_,_,_
1581,71-149,of,_,_,_,_
1582,71-150,1991,_,_,_,_
1583,71-151,(,_,_,_,_
1584,71-152,42,_,_,_,_
1585,71-153,U.S.C,_,_,_,_
1586,71-154,.,_,_,_,_
1587,71-155,2000e,_,_,_,_
1588,71-156,-,_,_,_,_
1589,71-157,16c,_,_,_,_
1590,71-158,(,_,_,_,_
1591,71-159,a,_,_,_,_
1592,71-160,),_,_,_,_
1593,71-161,),_,_,_,_
1594,71-162,;,_,_,_,_
1595,71-163,(,_,_,_,_
1596,71-164,C,_,_,_,_
1597,71-165,),_,_,_,_
1598,71-166,a,_,_,_,_
1599,71-167,covered,_,_,_,_
1600,71-168,employee,_,_,_,_
1601,71-169,",",_,_,_,_
1602,71-170,as,_,_,_,_
1603,71-171,defined,_,_,_,_
1604,71-172,in,_,_,_,_
1605,71-173,section,_,_,_,_
1606,71-174,101,_,_,_,_
1607,71-175,of,_,_,_,_
1608,71-176,the,_,_,_,_
1609,71-177,Congressional,_,_,_,_
1610,71-178,Accountability,_,_,_,_
1611,71-179,Act,_,_,_,_
1612,71-180,of,_,_,_,_
1613,71-181,1995,_,_,_,_
1614,71-182,(,_,_,_,_
1615,71-183,2,_,_,_,_
1616,71-184,U.S.C,_,_,_,_
1617,71-185,.,_,_,_,_
1618,71-186,1301,_,_,_,_
1619,71-187,),_,_,_,_
1620,71-188,",",_,_,_,_
1621,71-189,other,_,_,_,_
1622,71-190,than,_,_,_,_
1623,71-191,an,_,_,_,_
1624,71-192,applicant,_,_,_,_
1625,71-193,for,_,_,_,_
1626,71-194,employment,_,_,_,_
1627,71-195,;,_,_,_,_
1628,71-196,(,_,_,_,_
1629,71-197,D,_,_,_,_
1630,71-198,),_,_,_,_
1631,71-199,a,_,_,_,_
1632,71-200,covered,_,_,_,_
1633,71-201,employee,_,_,_,_
1634,71-202,",",_,_,_,_
1635,71-203,as,_,_,_,_
1636,71-204,defined,_,_,_,_
1637,71-205,in,_,_,_,_
1638,71-206,section,_,_,_,_
1639,71-207,411,_,_,_,_
1640,71-208,(,_,_,_,_
1641,71-209,c,_,_,_,_
1642,71-210,),_,_,_,_
1643,71-211,of,_,_,_,_
1644,71-212,title,_,_,_,_
1645,71-213,3,_,_,_,_
1646,71-214,",",_,_,_,_
1647,71-215,United,_,_,_,_
1648,71-216,States,_,_,_,_
1649,71-217,Code,_,_,_,_
1650,71-218,;,_,_,_,_
1651,71-219,(,_,_,_,_
1652,71-220,E,_,_,_,_
1653,71-221,),_,_,_,_
1654,71-222,a,_,_,_,_
1655,71-223,Federal,_,_,_,_
1656,71-224,officer,_,_,_,_
1657,71-225,or,_,_,_,_
1658,71-226,employee,_,_,_,_
1659,71-227,covered,_,_,_,_
1660,71-228,under,_,_,_,_
1661,71-229,subchapter,_,_,_,_
1662,71-230,V,_,_,_,_
1663,71-231,of,_,_,_,_
1664,71-232,chapter,_,_,_,_
1665,71-233,63,_,_,_,_
1666,71-234,of,_,_,_,_
1667,71-235,title,_,_,_,_
1668,71-236,5,_,_,_,_
1669,71-237,",",_,_,_,_
1670,71-238,United,_,_,_,_
1671,71-239,States,_,_,_,_
1672,71-240,Code,_,_,_,_
1673,71-241,;,_,_,_,_
1674,71-242,or,_,_,_,_
1675,71-243,(,_,_,_,_
1676,71-244,F,_,_,_,_
1677,71-245,),_,_,_,_
1678,71-246,any,_,_,_,_
1679,71-247,other,_,_,_,_
1680,71-248,individual,_,_,_,_
1681,71-249,occupying,_,_,_,_
1682,71-250,a,_,_,_,_
1683,71-251,position,_,_,_,_
1684,71-252,in,_,_,_,_
1685,71-253,the,_,_,_,_
1686,71-254,civil,_,_,_,_
1687,71-255,service,_,_,_,_
1688,71-256,(,_,_,_,_
1689,71-257,as,_,_,_,_
1690,71-258,that,_,_,_,_
1691,71-259,term,_,_,_,_
1692,71-260,is,_,_,_,_
1693,71-261,defined,_,_,_,_
1694,71-262,in,_,_,_,_
1695,71-263,section,_,_,_,_
1696,71-264,2101,_,_,_,_
1697,71-265,(,_,_,_,_
1698,71-266,1,_,_,_,_
1699,71-267,),_,_,_,_
1700,71-268,of,_,_,_,_
1701,71-269,title,_,_,_,_
1702,71-270,5,_,_,_,_
1703,71-271,",",_,_,_,_
1704,71-272,United,_,_,_,_
1705,71-273,States,_,_,_,_
1706,71-274,Code,_,_,_,_
1707,71-275,),_,_,_,_
1708,72-1,.,_,_,_,_
1709,73-1,(,_,_,_,_
1710,73-2,2,_,_,_,_
1711,73-3,),_,_,_,_
1712,73-4,EMPLOYER,_,_,_,_
1713,73-5,.,_,_,_,_
1714,73-6,-,_,_,_,_
1715,73-7,-,_,_,_,_
1716,73-8,(,_,_,_,_
1717,73-9,A,_,_,_,_
1718,73-10,),_,_,_,_
1719,73-11,IN,_,_,_,_
1720,73-12,GENERAL,_,_,_,_
1721,73-13,.,_,_,_,_
1722,74-1,-,_,_,_,_
1723,74-2,-,_,_,_,_
1724,74-3,The,_,_,_,_
1725,74-4,term,_,_,_,_
1726,74-5,`,_,_,_,_
1727,74-6,`,_,_,_,_
1728,74-7,employer,_,_,_,_
1729,74-8,',_,_,_,_
1730,74-9,',_,_,_,_
1731,74-10,means,_,_,_,_
1732,74-11,a,_,_,_,_
1733,74-12,person,_,_,_,_
1734,74-13,who,_,_,_,_
1735,74-14,is,_,_,_,_
1736,74-15,-,_,_,_,_
1737,74-16,-,_,_,_,_
1738,74-17,(,_,_,_,_
1739,74-18,i,_,_,_,_
1740,74-19,),_,_,_,_
1741,74-20,(,_,_,_,_
1742,74-21,I,_,_,_,_
1743,74-22,),_,_,_,_
1744,74-23,a,_,_,_,_
1745,74-24,covered,_,_,_,_
1746,74-25,employer,_,_,_,_
1747,74-26,",",_,_,_,_
1748,74-27,as,_,_,_,_
1749,74-28,defined,_,_,_,_
1750,74-29,in,_,_,_,_
1751,74-30,subparagraph,_,_,_,_
1752,74-31,(,_,_,_,_
1753,74-32,B,_,_,_,_
1754,74-33,),_,_,_,_
1755,74-34,",",_,_,_,_
1756,74-35,who,_,_,_,_
1757,74-36,is,_,_,_,_
1758,74-37,not,_,_,_,_
1759,74-38,covered,_,_,_,_
1760,74-39,under,_,_,_,_
1761,74-40,subclause,_,_,_,_
1762,74-41,(,_,_,_,_
1763,74-42,V,_,_,_,_
1764,74-43,),_,_,_,_
1765,74-44,;,_,_,_,_
1766,74-45,(,_,_,_,_
1767,74-46,II,_,_,_,_
1768,74-47,),_,_,_,_
1769,74-48,an,_,_,_,_
1770,74-49,entity,_,_,_,_
1771,74-50,employing,_,_,_,_
1772,74-51,a,_,_,_,_
1773,74-52,State,_,_,_,_
1774,74-53,employee,_,_,_,_
1775,74-54,described,_,_,_,_
1776,74-55,in,_,_,_,_
1777,74-56,section,_,_,_,_
1778,74-57,304,_,_,_,_
1779,74-58,(,_,_,_,_
1780,74-59,a,_,_,_,_
1781,74-60,),_,_,_,_
1782,74-61,of,_,_,_,_
1783,74-62,the,_,_,_,_
1784,74-63,Government,_,_,_,_
1785,74-64,Employee,_,_,_,_
1786,74-65,Rights,_,_,_,_
1787,74-66,Act,_,_,_,_
1788,74-67,of,_,_,_,_
1789,74-68,1991,_,_,_,_
1790,74-69,;,_,_,_,_
1791,74-70,(,_,_,_,_
1792,74-71,III,_,_,_,_
1793,74-72,),_,_,_,_
1794,74-73,an,_,_,_,_
1795,74-74,employing,_,_,_,_
1796,74-75,office,_,_,_,_
1797,74-76,",",_,_,_,_
1798,74-77,as,_,_,_,_
1799,74-78,defined,_,_,_,_
1800,74-79,in,_,_,_,_
1801,74-80,section,_,_,_,_
1802,74-81,101,_,_,_,_
1803,74-82,of,_,_,_,_
1804,74-83,the,_,_,_,_
1805,74-84,Congressional,_,_,_,_
1806,74-85,Accountability,_,_,_,_
1807,74-86,Act,_,_,_,_
1808,74-87,of,_,_,_,_
1809,74-88,1995,_,_,_,_
1810,74-89,;,_,_,_,_
1811,74-90,(,_,_,_,_
1812,74-91,IV,_,_,_,_
1813,74-92,),_,_,_,_
1814,74-93,an,_,_,_,_
1815,74-94,employing,_,_,_,_
1816,74-95,office,_,_,_,_
1817,74-96,",",_,_,_,_
1818,74-97,as,_,_,_,_
1819,74-98,defined,_,_,_,_
1820,74-99,in,_,_,_,_
1821,74-100,section,_,_,_,_
1822,74-101,411,_,_,_,_
1823,74-102,(,_,_,_,_
1824,74-103,c,_,_,_,_
1825,74-104,),_,_,_,_
1826,74-105,of,_,_,_,_
1827,74-106,title,_,_,_,_
1828,74-107,3,_,_,_,_
1829,74-108,",",_,_,_,_
1830,74-109,United,_,_,_,_
1831,74-110,States,_,_,_,_
1832,74-111,Code,_,_,_,_
1833,74-112,;,_,_,_,_
1834,74-113,or,_,_,_,_
